DateKey;Date;DayDate;WeekNumberOfYear;Month;MonthNumber;CalendarQuarter;Year
20181213;2018-12-13;13;50;December;12;4;2018
20181214;2018-12-14;14;50;December;12;4;2018
20181215;2018-12-15;15;50;December;12;4;2018
20181216;2018-12-16;16;51;December;12;4;2018
20181217;2018-12-17;17;51;December;12;4;2018
20181218;2018-12-18;18;51;December;12;4;2018
20181219;2018-12-19;19;51;December;12;4;2018
20181220;2018-12-20;20;51;December;12;4;2018
20181221;2018-12-21;21;51;December;12;4;2018
20181222;2018-12-22;22;51;December;12;4;2018
20181223;2018-12-23;23;52;December;12;4;2018
20181224;2018-12-24;24;52;December;12;4;2018
20181225;2018-12-25;25;52;December;12;4;2018
20181226;2018-12-26;26;52;December;12;4;2018
20181227;2018-12-27;27;52;December;12;4;2018
20181228;2018-12-28;28;52;December;12;4;2018
20181229;2018-12-29;29;52;December;12;4;2018
20181230;2018-12-30;30;53;December;12;4;2018
20181231;2018-12-31;31;53;December;12;4;2018
20190101;2019-01-01;1;1;January;1;1;2019
20190102;2019-01-02;2;1;January;1;1;2019
20190103;2019-01-03;3;1;January;1;1;2019
20190104;2019-01-04;4;1;January;1;1;2019
20190105;2019-01-05;5;1;January;1;1;2019
20190106;2019-01-06;6;2;January;1;1;2019
20190107;2019-01-07;7;2;January;1;1;2019
20190108;2019-01-08;8;2;January;1;1;2019
20190109;2019-01-09;9;2;January;1;1;2019
20190110;2019-01-10;10;2;January;1;1;2019
20190111;2019-01-11;11;2;January;1;1;2019
20190112;2019-01-12;12;2;January;1;1;2019
20190113;2019-01-13;13;3;January;1;1;2019
20190114;2019-01-14;14;3;January;1;1;2019
20190115;2019-01-15;15;3;January;1;1;2019
20190116;2019-01-16;16;3;January;1;1;2019
20190117;2019-01-17;17;3;January;1;1;2019
20190118;2019-01-18;18;3;January;1;1;2019
20190119;2019-01-19;19;3;January;1;1;2019
20190120;2019-01-20;20;4;January;1;1;2019
20190121;2019-01-21;21;4;January;1;1;2019
20190122;2019-01-22;22;4;January;1;1;2019
20190123;2019-01-23;23;4;January;1;1;2019
20190124;2019-01-24;24;4;January;1;1;2019
20190125;2019-01-25;25;4;January;1;1;2019
20190126;2019-01-26;26;4;January;1;1;2019
20190127;2019-01-27;27;5;January;1;1;2019
20190128;2019-01-28;28;5;January;1;1;2019
20190129;2019-01-29;29;5;January;1;1;2019
20190130;2019-01-30;30;5;January;1;1;2019
20190131;2019-01-31;31;5;January;1;1;2019
20190201;2019-02-01;1;5;February;2;1;2019
20190202;2019-02-02;2;5;February;2;1;2019
20190203;2019-02-03;3;6;February;2;1;2019
20190204;2019-02-04;4;6;February;2;1;2019
20190205;2019-02-05;5;6;February;2;1;2019
20190206;2019-02-06;6;6;February;2;1;2019
20190207;2019-02-07;7;6;February;2;1;2019
20190208;2019-02-08;8;6;February;2;1;2019
20190209;2019-02-09;9;6;February;2;1;2019
20190210;2019-02-10;10;7;February;2;1;2019
20190211;2019-02-11;11;7;February;2;1;2019
20190212;2019-02-12;12;7;February;2;1;2019
20190213;2019-02-13;13;7;February;2;1;2019
20190214;2019-02-14;14;7;February;2;1;2019
20190215;2019-02-15;15;7;February;2;1;2019
20190216;2019-02-16;16;7;February;2;1;2019
20190217;2019-02-17;17;8;February;2;1;2019
20190218;2019-02-18;18;8;February;2;1;2019
20190219;2019-02-19;19;8;February;2;1;2019
20190220;2019-02-20;20;8;February;2;1;2019
20190221;2019-02-21;21;8;February;2;1;2019
20190222;2019-02-22;22;8;February;2;1;2019
20190223;2019-02-23;23;8;February;2;1;2019
20190224;2019-02-24;24;9;February;2;1;2019
20190225;2019-02-25;25;9;February;2;1;2019
20190226;2019-02-26;26;9;February;2;1;2019
20190227;2019-02-27;27;9;February;2;1;2019
20190228;2019-02-28;28;9;February;2;1;2019
20190301;2019-03-01;1;9;March;3;1;2019
20190302;2019-03-02;2;9;March;3;1;2019
20190303;2019-03-03;3;10;March;3;1;2019
20190304;2019-03-04;4;10;March;3;1;2019
20190305;2019-03-05;5;10;March;3;1;2019
20190306;2019-03-06;6;10;March;3;1;2019
20190307;2019-03-07;7;10;March;3;1;2019
20190308;2019-03-08;8;10;March;3;1;2019
20190309;2019-03-09;9;10;March;3;1;2019
20190310;2019-03-10;10;11;March;3;1;2019
20190311;2019-03-11;11;11;March;3;1;2019
20190312;2019-03-12;12;11;March;3;1;2019
20190313;2019-03-13;13;11;March;3;1;2019
20190314;2019-03-14;14;11;March;3;1;2019
20190315;2019-03-15;15;11;March;3;1;2019
20190316;2019-03-16;16;11;March;3;1;2019
20190317;2019-03-17;17;12;March;3;1;2019
20190318;2019-03-18;18;12;March;3;1;2019
20190319;2019-03-19;19;12;March;3;1;2019
20190320;2019-03-20;20;12;March;3;1;2019
20190321;2019-03-21;21;12;March;3;1;2019
20190322;2019-03-22;22;12;March;3;1;2019
20190323;2019-03-23;23;12;March;3;1;2019
20190324;2019-03-24;24;13;March;3;1;2019
20190325;2019-03-25;25;13;March;3;1;2019
20190326;2019-03-26;26;13;March;3;1;2019
20190327;2019-03-27;27;13;March;3;1;2019
20190328;2019-03-28;28;13;March;3;1;2019
20190329;2019-03-29;29;13;March;3;1;2019
20190330;2019-03-30;30;13;March;3;1;2019
20190331;2019-03-31;31;14;March;3;1;2019
20190401;2019-04-01;1;14;April;4;2;2019
20190402;2019-04-02;2;14;April;4;2;2019
20190403;2019-04-03;3;14;April;4;2;2019
20190404;2019-04-04;4;14;April;4;2;2019
20190405;2019-04-05;5;14;April;4;2;2019
20190406;2019-04-06;6;14;April;4;2;2019
20190407;2019-04-07;7;15;April;4;2;2019
20190408;2019-04-08;8;15;April;4;2;2019
20190409;2019-04-09;9;15;April;4;2;2019
20190410;2019-04-10;10;15;April;4;2;2019
20190411;2019-04-11;11;15;April;4;2;2019
20190412;2019-04-12;12;15;April;4;2;2019
20190413;2019-04-13;13;15;April;4;2;2019
20190414;2019-04-14;14;16;April;4;2;2019
20190415;2019-04-15;15;16;April;4;2;2019
20190416;2019-04-16;16;16;April;4;2;2019
20190417;2019-04-17;17;16;April;4;2;2019
20190418;2019-04-18;18;16;April;4;2;2019
20190419;2019-04-19;19;16;April;4;2;2019
20190420;2019-04-20;20;16;April;4;2;2019
20190421;2019-04-21;21;17;April;4;2;2019
20190422;2019-04-22;22;17;April;4;2;2019
20190423;2019-04-23;23;17;April;4;2;2019
20190424;2019-04-24;24;17;April;4;2;2019
20190425;2019-04-25;25;17;April;4;2;2019
20190426;2019-04-26;26;17;April;4;2;2019
20190427;2019-04-27;27;17;April;4;2;2019
20190428;2019-04-28;28;18;April;4;2;2019
20190429;2019-04-29;29;18;April;4;2;2019
20190430;2019-04-30;30;18;April;4;2;2019
20190501;2019-05-01;1;18;May;5;2;2019
20190502;2019-05-02;2;18;May;5;2;2019
20190503;2019-05-03;3;18;May;5;2;2019
20190504;2019-05-04;4;18;May;5;2;2019
20190505;2019-05-05;5;19;May;5;2;2019
20190506;2019-05-06;6;19;May;5;2;2019
20190507;2019-05-07;7;19;May;5;2;2019
20190508;2019-05-08;8;19;May;5;2;2019
20190509;2019-05-09;9;19;May;5;2;2019
20190510;2019-05-10;10;19;May;5;2;2019
20190511;2019-05-11;11;19;May;5;2;2019
20190512;2019-05-12;12;20;May;5;2;2019
20190513;2019-05-13;13;20;May;5;2;2019
20190514;2019-05-14;14;20;May;5;2;2019
20190515;2019-05-15;15;20;May;5;2;2019
20190516;2019-05-16;16;20;May;5;2;2019
20190517;2019-05-17;17;20;May;5;2;2019
20190518;2019-05-18;18;20;May;5;2;2019
20190519;2019-05-19;19;21;May;5;2;2019
20190520;2019-05-20;20;21;May;5;2;2019
20190521;2019-05-21;21;21;May;5;2;2019
20190522;2019-05-22;22;21;May;5;2;2019
20190523;2019-05-23;23;21;May;5;2;2019
20190524;2019-05-24;24;21;May;5;2;2019
20190525;2019-05-25;25;21;May;5;2;2019
20190526;2019-05-26;26;22;May;5;2;2019
20190527;2019-05-27;27;22;May;5;2;2019
20190528;2019-05-28;28;22;May;5;2;2019
20190529;2019-05-29;29;22;May;5;2;2019
20190530;2019-05-30;30;22;May;5;2;2019
20190531;2019-05-31;31;22;May;5;2;2019
20190601;2019-06-01;1;22;June;6;2;2019
20190602;2019-06-02;2;23;June;6;2;2019
20190603;2019-06-03;3;23;June;6;2;2019
20190604;2019-06-04;4;23;June;6;2;2019
20190605;2019-06-05;5;23;June;6;2;2019
20190606;2019-06-06;6;23;June;6;2;2019
20190607;2019-06-07;7;23;June;6;2;2019
20190608;2019-06-08;8;23;June;6;2;2019
20190609;2019-06-09;9;24;June;6;2;2019
20190610;2019-06-10;10;24;June;6;2;2019
20190611;2019-06-11;11;24;June;6;2;2019
20190612;2019-06-12;12;24;June;6;2;2019
20190613;2019-06-13;13;24;June;6;2;2019
20190614;2019-06-14;14;24;June;6;2;2019
20190615;2019-06-15;15;24;June;6;2;2019
20190616;2019-06-16;16;25;June;6;2;2019
20190617;2019-06-17;17;25;June;6;2;2019
20190618;2019-06-18;18;25;June;6;2;2019
20190619;2019-06-19;19;25;June;6;2;2019
20190620;2019-06-20;20;25;June;6;2;2019
20190621;2019-06-21;21;25;June;6;2;2019
20190622;2019-06-22;22;25;June;6;2;2019
20190623;2019-06-23;23;26;June;6;2;2019
20190624;2019-06-24;24;26;June;6;2;2019
20190625;2019-06-25;25;26;June;6;2;2019
20190626;2019-06-26;26;26;June;6;2;2019
20190627;2019-06-27;27;26;June;6;2;2019
20190628;2019-06-28;28;26;June;6;2;2019
20190629;2019-06-29;29;26;June;6;2;2019
20190630;2019-06-30;30;27;June;6;2;2019
20190701;2019-07-01;1;27;July;7;3;2019
20190702;2019-07-02;2;27;July;7;3;2019
20190703;2019-07-03;3;27;July;7;3;2019
20190704;2019-07-04;4;27;July;7;3;2019
20190705;2019-07-05;5;27;July;7;3;2019
20190706;2019-07-06;6;27;July;7;3;2019
20190707;2019-07-07;7;28;July;7;3;2019
20190708;2019-07-08;8;28;July;7;3;2019
20190709;2019-07-09;9;28;July;7;3;2019
20190710;2019-07-10;10;28;July;7;3;2019
20190711;2019-07-11;11;28;July;7;3;2019
20190712;2019-07-12;12;28;July;7;3;2019
20190713;2019-07-13;13;28;July;7;3;2019
20190714;2019-07-14;14;29;July;7;3;2019
20190715;2019-07-15;15;29;July;7;3;2019
20190716;2019-07-16;16;29;July;7;3;2019
20190717;2019-07-17;17;29;July;7;3;2019
20190718;2019-07-18;18;29;July;7;3;2019
20190719;2019-07-19;19;29;July;7;3;2019
20190720;2019-07-20;20;29;July;7;3;2019
20190721;2019-07-21;21;30;July;7;3;2019
20190722;2019-07-22;22;30;July;7;3;2019
20190723;2019-07-23;23;30;July;7;3;2019
20190724;2019-07-24;24;30;July;7;3;2019
20190725;2019-07-25;25;30;July;7;3;2019
20190726;2019-07-26;26;30;July;7;3;2019
20190727;2019-07-27;27;30;July;7;3;2019
20190728;2019-07-28;28;31;July;7;3;2019
20190729;2019-07-29;29;31;July;7;3;2019
20190730;2019-07-30;30;31;July;7;3;2019
20190731;2019-07-31;31;31;July;7;3;2019
20190801;2019-08-01;1;31;August;8;3;2019
20190802;2019-08-02;2;31;August;8;3;2019
20190803;2019-08-03;3;31;August;8;3;2019
20190804;2019-08-04;4;32;August;8;3;2019
20190805;2019-08-05;5;32;August;8;3;2019
20190806;2019-08-06;6;32;August;8;3;2019
20190807;2019-08-07;7;32;August;8;3;2019
20190808;2019-08-08;8;32;August;8;3;2019
20190809;2019-08-09;9;32;August;8;3;2019
20190810;2019-08-10;10;32;August;8;3;2019
20190811;2019-08-11;11;33;August;8;3;2019
20190812;2019-08-12;12;33;August;8;3;2019
20190813;2019-08-13;13;33;August;8;3;2019
20190814;2019-08-14;14;33;August;8;3;2019
20190815;2019-08-15;15;33;August;8;3;2019
20190816;2019-08-16;16;33;August;8;3;2019
20190817;2019-08-17;17;33;August;8;3;2019
20190818;2019-08-18;18;34;August;8;3;2019
20190819;2019-08-19;19;34;August;8;3;2019
20190820;2019-08-20;20;34;August;8;3;2019
20190821;2019-08-21;21;34;August;8;3;2019
20190822;2019-08-22;22;34;August;8;3;2019
20190823;2019-08-23;23;34;August;8;3;2019
20190824;2019-08-24;24;34;August;8;3;2019
20190825;2019-08-25;25;35;August;8;3;2019
20190826;2019-08-26;26;35;August;8;3;2019
20190827;2019-08-27;27;35;August;8;3;2019
20190828;2019-08-28;28;35;August;8;3;2019
20190829;2019-08-29;29;35;August;8;3;2019
20190830;2019-08-30;30;35;August;8;3;2019
20190831;2019-08-31;31;35;August;8;3;2019
20190901;2019-09-01;1;36;September;9;3;2019
20190902;2019-09-02;2;36;September;9;3;2019
20190903;2019-09-03;3;36;September;9;3;2019
20190904;2019-09-04;4;36;September;9;3;2019
20190905;2019-09-05;5;36;September;9;3;2019
20190906;2019-09-06;6;36;September;9;3;2019
20190907;2019-09-07;7;36;September;9;3;2019
20190908;2019-09-08;8;37;September;9;3;2019
20190909;2019-09-09;9;37;September;9;3;2019
20190910;2019-09-10;10;37;September;9;3;2019
20190911;2019-09-11;11;37;September;9;3;2019
20190912;2019-09-12;12;37;September;9;3;2019
20190913;2019-09-13;13;37;September;9;3;2019
20190914;2019-09-14;14;37;September;9;3;2019
20190915;2019-09-15;15;38;September;9;3;2019
20190916;2019-09-16;16;38;September;9;3;2019
20190917;2019-09-17;17;38;September;9;3;2019
20190918;2019-09-18;18;38;September;9;3;2019
20190919;2019-09-19;19;38;September;9;3;2019
20190920;2019-09-20;20;38;September;9;3;2019
20190921;2019-09-21;21;38;September;9;3;2019
20190922;2019-09-22;22;39;September;9;3;2019
20190923;2019-09-23;23;39;September;9;3;2019
20190924;2019-09-24;24;39;September;9;3;2019
20190925;2019-09-25;25;39;September;9;3;2019
20190926;2019-09-26;26;39;September;9;3;2019
20190927;2019-09-27;27;39;September;9;3;2019
20190928;2019-09-28;28;39;September;9;3;2019
20190929;2019-09-29;29;40;September;9;3;2019
20190930;2019-09-30;30;40;September;9;3;2019
20191001;2019-10-01;1;40;October;10;4;2019
20191002;2019-10-02;2;40;October;10;4;2019
20191003;2019-10-03;3;40;October;10;4;2019
20191004;2019-10-04;4;40;October;10;4;2019
20191005;2019-10-05;5;40;October;10;4;2019
20191006;2019-10-06;6;41;October;10;4;2019
20191007;2019-10-07;7;41;October;10;4;2019
20191008;2019-10-08;8;41;October;10;4;2019
20191009;2019-10-09;9;41;October;10;4;2019
20191010;2019-10-10;10;41;October;10;4;2019
20191011;2019-10-11;11;41;October;10;4;2019
20191012;2019-10-12;12;41;October;10;4;2019
20191013;2019-10-13;13;42;October;10;4;2019
20191014;2019-10-14;14;42;October;10;4;2019
20191015;2019-10-15;15;42;October;10;4;2019
20191016;2019-10-16;16;42;October;10;4;2019
20191017;2019-10-17;17;42;October;10;4;2019
20191018;2019-10-18;18;42;October;10;4;2019
20191019;2019-10-19;19;42;October;10;4;2019
20191020;2019-10-20;20;43;October;10;4;2019
20191021;2019-10-21;21;43;October;10;4;2019
20191022;2019-10-22;22;43;October;10;4;2019
20191023;2019-10-23;23;43;October;10;4;2019
20191024;2019-10-24;24;43;October;10;4;2019
20191025;2019-10-25;25;43;October;10;4;2019
20191026;2019-10-26;26;43;October;10;4;2019
20191027;2019-10-27;27;44;October;10;4;2019
20191028;2019-10-28;28;44;October;10;4;2019
20191029;2019-10-29;29;44;October;10;4;2019
20191030;2019-10-30;30;44;October;10;4;2019
20191031;2019-10-31;31;44;October;10;4;2019
20191101;2019-11-01;1;44;November;11;4;2019
20191102;2019-11-02;2;44;November;11;4;2019
20191103;2019-11-03;3;45;November;11;4;2019
20191104;2019-11-04;4;45;November;11;4;2019
20191105;2019-11-05;5;45;November;11;4;2019
20191106;2019-11-06;6;45;November;11;4;2019
20191107;2019-11-07;7;45;November;11;4;2019
20191108;2019-11-08;8;45;November;11;4;2019
20191109;2019-11-09;9;45;November;11;4;2019
20191110;2019-11-10;10;46;November;11;4;2019
20191111;2019-11-11;11;46;November;11;4;2019
20191112;2019-11-12;12;46;November;11;4;2019
20191113;2019-11-13;13;46;November;11;4;2019
20191114;2019-11-14;14;46;November;11;4;2019
20191115;2019-11-15;15;46;November;11;4;2019
20191116;2019-11-16;16;46;November;11;4;2019
20191117;2019-11-17;17;47;November;11;4;2019
20191118;2019-11-18;18;47;November;11;4;2019
20191119;2019-11-19;19;47;November;11;4;2019
20191120;2019-11-20;20;47;November;11;4;2019
20191121;2019-11-21;21;47;November;11;4;2019
20191122;2019-11-22;22;47;November;11;4;2019
20191123;2019-11-23;23;47;November;11;4;2019
20191124;2019-11-24;24;48;November;11;4;2019
20191125;2019-11-25;25;48;November;11;4;2019
20191126;2019-11-26;26;48;November;11;4;2019
20191127;2019-11-27;27;48;November;11;4;2019
20191128;2019-11-28;28;48;November;11;4;2019
20191129;2019-11-29;29;48;November;11;4;2019
20191130;2019-11-30;30;48;November;11;4;2019
20191201;2019-12-01;1;49;December;12;4;2019
20191202;2019-12-02;2;49;December;12;4;2019
20191203;2019-12-03;3;49;December;12;4;2019
20191204;2019-12-04;4;49;December;12;4;2019
20191205;2019-12-05;5;49;December;12;4;2019
20191206;2019-12-06;6;49;December;12;4;2019
20191207;2019-12-07;7;49;December;12;4;2019
20191208;2019-12-08;8;50;December;12;4;2019
20191209;2019-12-09;9;50;December;12;4;2019
20191210;2019-12-10;10;50;December;12;4;2019
20191211;2019-12-11;11;50;December;12;4;2019
20191212;2019-12-12;12;50;December;12;4;2019
20191213;2019-12-13;13;50;December;12;4;2019
20191214;2019-12-14;14;50;December;12;4;2019
20191215;2019-12-15;15;51;December;12;4;2019
20191216;2019-12-16;16;51;December;12;4;2019
20191217;2019-12-17;17;51;December;12;4;2019
20191218;2019-12-18;18;51;December;12;4;2019
20191219;2019-12-19;19;51;December;12;4;2019
20191220;2019-12-20;20;51;December;12;4;2019
20191221;2019-12-21;21;51;December;12;4;2019
20191222;2019-12-22;22;52;December;12;4;2019
20191223;2019-12-23;23;52;December;12;4;2019
20191224;2019-12-24;24;52;December;12;4;2019
20191225;2019-12-25;25;52;December;12;4;2019
20191226;2019-12-26;26;52;December;12;4;2019
20191227;2019-12-27;27;52;December;12;4;2019
20191228;2019-12-28;28;52;December;12;4;2019
20191229;2019-12-29;29;53;December;12;4;2019
20191230;2019-12-30;30;53;December;12;4;2019
20191231;2019-12-31;31;53;December;12;4;2019
20200101;2020-01-01;1;1;January;1;1;2020
20200102;2020-01-02;2;1;January;1;1;2020
20200103;2020-01-03;3;1;January;1;1;2020
20200104;2020-01-04;4;1;January;1;1;2020
20200105;2020-01-05;5;2;January;1;1;2020
20200106;2020-01-06;6;2;January;1;1;2020
20200107;2020-01-07;7;2;January;1;1;2020
20200108;2020-01-08;8;2;January;1;1;2020
20200109;2020-01-09;9;2;January;1;1;2020
20200110;2020-01-10;10;2;January;1;1;2020
20200111;2020-01-11;11;2;January;1;1;2020
20200112;2020-01-12;12;3;January;1;1;2020
20200113;2020-01-13;13;3;January;1;1;2020
20200114;2020-01-14;14;3;January;1;1;2020
20200115;2020-01-15;15;3;January;1;1;2020
20200116;2020-01-16;16;3;January;1;1;2020
20200117;2020-01-17;17;3;January;1;1;2020
20200118;2020-01-18;18;3;January;1;1;2020
20200119;2020-01-19;19;4;January;1;1;2020
20200120;2020-01-20;20;4;January;1;1;2020
20200121;2020-01-21;21;4;January;1;1;2020
20200122;2020-01-22;22;4;January;1;1;2020
20200123;2020-01-23;23;4;January;1;1;2020
20200124;2020-01-24;24;4;January;1;1;2020
20200125;2020-01-25;25;4;January;1;1;2020
20200126;2020-01-26;26;5;January;1;1;2020
20200127;2020-01-27;27;5;January;1;1;2020
20200128;2020-01-28;28;5;January;1;1;2020
20200129;2020-01-29;29;5;January;1;1;2020
20200130;2020-01-30;30;5;January;1;1;2020
20200131;2020-01-31;31;5;January;1;1;2020
20200201;2020-02-01;1;5;February;2;1;2020
20200202;2020-02-02;2;6;February;2;1;2020
20200203;2020-02-03;3;6;February;2;1;2020
20200204;2020-02-04;4;6;February;2;1;2020
20200205;2020-02-05;5;6;February;2;1;2020
20200206;2020-02-06;6;6;February;2;1;2020
20200207;2020-02-07;7;6;February;2;1;2020
20200208;2020-02-08;8;6;February;2;1;2020
20200209;2020-02-09;9;7;February;2;1;2020
20200210;2020-02-10;10;7;February;2;1;2020
20200211;2020-02-11;11;7;February;2;1;2020
20200212;2020-02-12;12;7;February;2;1;2020
20200213;2020-02-13;13;7;February;2;1;2020
20200214;2020-02-14;14;7;February;2;1;2020
20200215;2020-02-15;15;7;February;2;1;2020
20200216;2020-02-16;16;8;February;2;1;2020
20200217;2020-02-17;17;8;February;2;1;2020
20200218;2020-02-18;18;8;February;2;1;2020
20200219;2020-02-19;19;8;February;2;1;2020
20200220;2020-02-20;20;8;February;2;1;2020
20200221;2020-02-21;21;8;February;2;1;2020
20200222;2020-02-22;22;8;February;2;1;2020
20200223;2020-02-23;23;9;February;2;1;2020
20200224;2020-02-24;24;9;February;2;1;2020
20200225;2020-02-25;25;9;February;2;1;2020
20200226;2020-02-26;26;9;February;2;1;2020
20200227;2020-02-27;27;9;February;2;1;2020
20200228;2020-02-28;28;9;February;2;1;2020
20200229;2020-02-29;29;9;February;2;1;2020
20200301;2020-03-01;1;10;March;3;1;2020
20200302;2020-03-02;2;10;March;3;1;2020
20200303;2020-03-03;3;10;March;3;1;2020
20200304;2020-03-04;4;10;March;3;1;2020
20200305;2020-03-05;5;10;March;3;1;2020
20200306;2020-03-06;6;10;March;3;1;2020
20200307;2020-03-07;7;10;March;3;1;2020
20200308;2020-03-08;8;11;March;3;1;2020
20200309;2020-03-09;9;11;March;3;1;2020
20200310;2020-03-10;10;11;March;3;1;2020
20200311;2020-03-11;11;11;March;3;1;2020
20200312;2020-03-12;12;11;March;3;1;2020
20200313;2020-03-13;13;11;March;3;1;2020
20200314;2020-03-14;14;11;March;3;1;2020
20200315;2020-03-15;15;12;March;3;1;2020
20200316;2020-03-16;16;12;March;3;1;2020
20200317;2020-03-17;17;12;March;3;1;2020
20200318;2020-03-18;18;12;March;3;1;2020
20200319;2020-03-19;19;12;March;3;1;2020
20200320;2020-03-20;20;12;March;3;1;2020
20200321;2020-03-21;21;12;March;3;1;2020
20200322;2020-03-22;22;13;March;3;1;2020
20200323;2020-03-23;23;13;March;3;1;2020
20200324;2020-03-24;24;13;March;3;1;2020
20200325;2020-03-25;25;13;March;3;1;2020
20200326;2020-03-26;26;13;March;3;1;2020
20200327;2020-03-27;27;13;March;3;1;2020
20200328;2020-03-28;28;13;March;3;1;2020
20200329;2020-03-29;29;14;March;3;1;2020
20200330;2020-03-30;30;14;March;3;1;2020
20200331;2020-03-31;31;14;March;3;1;2020
20200401;2020-04-01;1;14;April;4;2;2020
20200402;2020-04-02;2;14;April;4;2;2020
20200403;2020-04-03;3;14;April;4;2;2020
20200404;2020-04-04;4;14;April;4;2;2020
20200405;2020-04-05;5;15;April;4;2;2020
20200406;2020-04-06;6;15;April;4;2;2020
20200407;2020-04-07;7;15;April;4;2;2020
20200408;2020-04-08;8;15;April;4;2;2020
20200409;2020-04-09;9;15;April;4;2;2020
20200410;2020-04-10;10;15;April;4;2;2020
20200411;2020-04-11;11;15;April;4;2;2020
20200412;2020-04-12;12;16;April;4;2;2020
20200413;2020-04-13;13;16;April;4;2;2020
20200414;2020-04-14;14;16;April;4;2;2020
20200415;2020-04-15;15;16;April;4;2;2020
20200416;2020-04-16;16;16;April;4;2;2020
20200417;2020-04-17;17;16;April;4;2;2020
20200418;2020-04-18;18;16;April;4;2;2020
20200419;2020-04-19;19;17;April;4;2;2020
20200420;2020-04-20;20;17;April;4;2;2020
20200421;2020-04-21;21;17;April;4;2;2020
20200422;2020-04-22;22;17;April;4;2;2020
20200423;2020-04-23;23;17;April;4;2;2020
20200424;2020-04-24;24;17;April;4;2;2020
20200425;2020-04-25;25;17;April;4;2;2020
20200426;2020-04-26;26;18;April;4;2;2020
20200427;2020-04-27;27;18;April;4;2;2020
20200428;2020-04-28;28;18;April;4;2;2020
20200429;2020-04-29;29;18;April;4;2;2020
20200430;2020-04-30;30;18;April;4;2;2020
20200501;2020-05-01;1;18;May;5;2;2020
20200502;2020-05-02;2;18;May;5;2;2020
20200503;2020-05-03;3;19;May;5;2;2020
20200504;2020-05-04;4;19;May;5;2;2020
20200505;2020-05-05;5;19;May;5;2;2020
20200506;2020-05-06;6;19;May;5;2;2020
20200507;2020-05-07;7;19;May;5;2;2020
20200508;2020-05-08;8;19;May;5;2;2020
20200509;2020-05-09;9;19;May;5;2;2020
20200510;2020-05-10;10;20;May;5;2;2020
20200511;2020-05-11;11;20;May;5;2;2020
20200512;2020-05-12;12;20;May;5;2;2020
20200513;2020-05-13;13;20;May;5;2;2020
20200514;2020-05-14;14;20;May;5;2;2020
20200515;2020-05-15;15;20;May;5;2;2020
20200516;2020-05-16;16;20;May;5;2;2020
20200517;2020-05-17;17;21;May;5;2;2020
20200518;2020-05-18;18;21;May;5;2;2020
20200519;2020-05-19;19;21;May;5;2;2020
20200520;2020-05-20;20;21;May;5;2;2020
20200521;2020-05-21;21;21;May;5;2;2020
20200522;2020-05-22;22;21;May;5;2;2020
20200523;2020-05-23;23;21;May;5;2;2020
20200524;2020-05-24;24;22;May;5;2;2020
20200525;2020-05-25;25;22;May;5;2;2020
20200526;2020-05-26;26;22;May;5;2;2020
20200527;2020-05-27;27;22;May;5;2;2020
20200528;2020-05-28;28;22;May;5;2;2020
20200529;2020-05-29;29;22;May;5;2;2020
20200530;2020-05-30;30;22;May;5;2;2020
20200531;2020-05-31;31;23;May;5;2;2020
20200601;2020-06-01;1;23;June;6;2;2020
20200602;2020-06-02;2;23;June;6;2;2020
20200603;2020-06-03;3;23;June;6;2;2020
20200604;2020-06-04;4;23;June;6;2;2020
20200605;2020-06-05;5;23;June;6;2;2020
20200606;2020-06-06;6;23;June;6;2;2020
20200607;2020-06-07;7;24;June;6;2;2020
20200608;2020-06-08;8;24;June;6;2;2020
20200609;2020-06-09;9;24;June;6;2;2020
20200610;2020-06-10;10;24;June;6;2;2020
20200611;2020-06-11;11;24;June;6;2;2020
20200612;2020-06-12;12;24;June;6;2;2020
20200613;2020-06-13;13;24;June;6;2;2020
20200614;2020-06-14;14;25;June;6;2;2020
20200615;2020-06-15;15;25;June;6;2;2020
20200616;2020-06-16;16;25;June;6;2;2020
20200617;2020-06-17;17;25;June;6;2;2020
20200618;2020-06-18;18;25;June;6;2;2020
20200619;2020-06-19;19;25;June;6;2;2020
20200620;2020-06-20;20;25;June;6;2;2020
20200621;2020-06-21;21;26;June;6;2;2020
20200622;2020-06-22;22;26;June;6;2;2020
20200623;2020-06-23;23;26;June;6;2;2020
20200624;2020-06-24;24;26;June;6;2;2020
20200625;2020-06-25;25;26;June;6;2;2020
20200626;2020-06-26;26;26;June;6;2;2020
20200627;2020-06-27;27;26;June;6;2;2020
20200628;2020-06-28;28;27;June;6;2;2020
20200629;2020-06-29;29;27;June;6;2;2020
20200630;2020-06-30;30;27;June;6;2;2020
20200701;2020-07-01;1;27;July;7;3;2020
20200702;2020-07-02;2;27;July;7;3;2020
20200703;2020-07-03;3;27;July;7;3;2020
20200704;2020-07-04;4;27;July;7;3;2020
20200705;2020-07-05;5;28;July;7;3;2020
20200706;2020-07-06;6;28;July;7;3;2020
20200707;2020-07-07;7;28;July;7;3;2020
20200708;2020-07-08;8;28;July;7;3;2020
20200709;2020-07-09;9;28;July;7;3;2020
20200710;2020-07-10;10;28;July;7;3;2020
20200711;2020-07-11;11;28;July;7;3;2020
20200712;2020-07-12;12;29;July;7;3;2020
20200713;2020-07-13;13;29;July;7;3;2020
20200714;2020-07-14;14;29;July;7;3;2020
20200715;2020-07-15;15;29;July;7;3;2020
